"id","date","no","sno","moment"
"02/103","26/11/2002","19+21+40+42+46+47","33","2002-11-26T00:00:00+08:00"
"02/102","21/11/2002","4+16+18+25+29+41","21","2002-11-21T00:00:00+08:00"
"02/101","19/11/2002","3+15+22+23+42+47","18","2002-11-19T00:00:00+08:00"
"02/100","14/11/2002","2+6+14+25+45+49","42","2002-11-14T00:00:00+08:00"
"02/099","12/11/2002","5+8+9+26+33+38","28","2002-11-12T00:00:00+08:00"
"02/098","07/11/2002","6+7+29+32+42+46","1","2002-11-07T00:00:00+08:00"
"02/097","04/11/2002","1+3+12+23+31+48","34","2002-11-04T00:00:00+08:00"
"02/096","31/10/2002","2+3+8+22+27+28","45","2002-10-31T00:00:00+08:00"
"02/095","29/10/2002","8+10+14+25+43+44","41","2002-10-29T00:00:00+08:00"
"02/094","24/10/2002","8+12+19+22+29+41","1","2002-10-24T00:00:00+08:00"
"02/093","22/10/2002","1+13+18+30+32+46","19","2002-10-22T00:00:00+08:00"
"02/092","17/10/2002","5+7+16+37+42+44","38","2002-10-17T00:00:00+08:00"
"02/091","15/10/2002","1+12+14+33+36+37","13","2002-10-15T00:00:00+08:00"
"02/090","10/10/2002","5+9+18+25+47+48","17","2002-10-10T00:00:00+08:00"
"02/089","08/10/2002","5+9+20+30+32+42","2","2002-10-08T00:00:00+08:00"
"02/088","03/10/2002","6+10+11+32+35+46","22","2002-10-03T00:00:00+08:00"
"02/087","30/09/2002","7+15+24+41+47+49","25","2002-09-30T00:00:00+08:00"
"02/086","26/09/2002","10+12+15+17+34+42","29","2002-09-26T00:00:00+08:00"
"02/085","24/09/2002","1+10+34+41+47+48","19","2002-09-24T00:00:00+08:00"
"02/084","20/09/2002","15+19+25+34+38+44","5","2002-09-20T00:00:00+08:00"
"02/083","17/09/2002","5+13+19+27+29+35","40","2002-09-17T00:00:00+08:00"
"02/082","12/09/2002","11+23+32+33+43+48","2","2002-09-12T00:00:00+08:00"
"02/081","10/09/2002","8+14+16+22+37+46","36","2002-09-10T00:00:00+08:00"
"02/080","05/09/2002","15+22+34+40+41+47","10","2002-09-05T00:00:00+08:00"
"02/079","03/09/2002","10+37+40+42+43+46","30","2002-09-03T00:00:00+08:00"
"02/078","31/08/2002","3+4+23+25+31+44","35","2002-08-31T00:00:00+08:00"
"02/077","29/08/2002","3+7+31+32+35+47","15","2002-08-29T00:00:00+08:00"
"02/076","27/08/2002","22+24+28+33+36+39","41","2002-08-27T00:00:00+08:00"
"02/075","24/08/2002","2+7+12+19+23+49","4","2002-08-24T00:00:00+08:00"
"02/074","22/08/2002","1+3+8+25+43+46","21","2002-08-22T00:00:00+08:00"
"02/073","20/08/2002","2+6+16+26+36+41","8","2002-08-20T00:00:00+08:00"
"02/072","17/08/2002","10+17+36+43+45+47","33","2002-08-17T00:00:00+08:00"
"02/071","15/08/2002","4+23+24+25+38+40","37","2002-08-15T00:00:00+08:00"
"02/070","13/08/2002","7+14+26+32+41+49","12","2002-08-13T00:00:00+08:00"
"02/069","10/08/2002","5+28+29+31+44+46","45","2002-08-10T00:00:00+08:00"
"02/068","08/08/2002","5+15+26+27+28+35","2","2002-08-08T00:00:00+08:00"
"02/067","06/08/2002","5+10+24+32+39+49","1","2002-08-06T00:00:00+08:00"
"02/066","03/08/2002","9+10+11+15+19+28","37","2002-08-03T00:00:00+08:00"
"02/065","01/08/2002","3+7+11+22+28+36","18","2002-08-01T00:00:00+08:00"
"02/064","30/07/2002","6+22+25+26+27+45","36","2002-07-30T00:00:00+08:00"
"02/063","27/07/2002","1+23+25+32+43+44","30","2002-07-27T00:00:00+08:00"
"02/062","25/07/2002","1+5+6+31+39+46","44","2002-07-25T00:00:00+08:00"
"02/061","23/07/2002","9+12+25+31+43+44","5","2002-07-23T00:00:00+08:00"
"02/060","20/07/2002","1+11+29+33+36+44","37","2002-07-20T00:00:00+08:00"
"02/059","18/07/2002","11+22+24+28+29+38","20","2002-07-18T00:00:00+08:00"
"02/058","16/07/2002","7+13+14+20+29+32","28","2002-07-16T00:00:00+08:00"
"02/057","13/07/2002","9+24+25+27+36+38","41","2002-07-13T00:00:00+08:00"
"02/056","11/07/2002","14+19+23+36+44+46","7","2002-07-11T00:00:00+08:00"
"02/055","09/07/2002","10+20+26+28+35+48","13","2002-07-09T00:00:00+08:00"
"02/054","06/07/2002","10+20+21+33+40+44","34","2002-07-06T00:00:00+08:00"
"02/053","04/07/2002","5+32+34+38+39+49","8","2002-07-04T00:00:00+08:00"
"02/052","02/07/2002","4+26+31+33+36+38","28","2002-07-02T00:00:00+08:00"
"02/051","29/06/2002","5+10+13+22+35+41","34","2002-06-29T00:00:00+08:00"
"02/050","27/06/2002","6+12+29+32+39+44","24","2002-06-27T00:00:00+08:00"
"02/049","25/06/2002","11+12+19+34+35+39","8","2002-06-25T00:00:00+08:00"
"02/048","20/06/2002","1+3+6+17+29+34","32","2002-06-20T00:00:00+08:00"
"02/047","18/06/2002","32+33+36+41+42+43","17","2002-06-18T00:00:00+08:00"
"02/046","13/06/2002","1+9+13+30+31+47","2","2002-06-13T00:00:00+08:00"
"02/045","11/06/2002","7+25+29+31+36+43","34","2002-06-11T00:00:00+08:00"
"02/044","06/06/2002","3+8+12+13+32+42","11","2002-06-06T00:00:00+08:00"
"02/043","04/06/2002","4+8+15+24+41+45","28","2002-06-04T00:00:00+08:00"
"02/042","30/05/2002","2+15+33+34+35+44","21","2002-05-30T00:00:00+08:00"
"02/041","28/05/2002","12+14+22+25+27+40","24","2002-05-28T00:00:00+08:00"
"02/040","23/05/2002","9+12+31+36+41+43","28","2002-05-23T00:00:00+08:00"
"02/039","21/05/2002","7+14+35+41+44+45","27","2002-05-21T00:00:00+08:00"
"02/038","16/05/2002","3+10+20+30+36+38","40","2002-05-16T00:00:00+08:00"
"02/037","14/05/2002","2+13+16+30+39+40","15","2002-05-14T00:00:00+08:00"
"02/036","09/05/2002","2+5+9+15+17+44","39","2002-05-09T00:00:00+08:00"
"02/035","07/05/2002","3+4+5+6+37+46","9","2002-05-07T00:00:00+08:00"
"02/034","02/05/2002","10+20+26+31+36+40","47","2002-05-02T00:00:00+08:00"
"02/033","30/04/2002","7+15+26+29+34+42","22","2002-04-30T00:00:00+08:00"
"02/032","25/04/2002","2+4+13+22+29+42","23","2002-04-25T00:00:00+08:00"
"02/031","23/04/2002","11+16+22+31+34+41","35","2002-04-23T00:00:00+08:00"
"02/030","18/04/2002","3+7+16+21+34+45","39","2002-04-18T00:00:00+08:00"
"02/029","16/04/2002","1+10+12+19+24+39","3","2002-04-16T00:00:00+08:00"
"02/028","11/04/2002","2+6+8+32+44+45","4","2002-04-11T00:00:00+08:00"
"02/027","09/04/2002","11+17+18+24+32+38","5","2002-04-09T00:00:00+08:00"
"02/026","04/04/2002","1+10+11+19+27+37","31","2002-04-04T00:00:00+08:00"
"02/025","02/04/2002","3+6+13+24+31+37","27","2002-04-02T00:00:00+08:00"
"02/024","28/03/2002","7+21+26+36+41+46","13","2002-03-28T00:00:00+08:00"
"02/023","26/03/2002","7+10+14+21+29+30","43","2002-03-26T00:00:00+08:00"
"02/022","21/03/2002","2+32+34+39+40+45","20","2002-03-21T00:00:00+08:00"
"02/021","19/03/2002","13+19+26+33+38+46","9","2002-03-19T00:00:00+08:00"
"02/020","14/03/2002","8+15+18+21+39+45","28","2002-03-14T00:00:00+08:00"
"02/019","12/03/2002","1+8+16+23+33+40","11","2002-03-12T00:00:00+08:00"
"02/018","07/03/2002","24+30+36+37+39+41","14","2002-03-07T00:00:00+08:00"
"02/017","05/03/2002","3+7+15+19+28+29","1","2002-03-05T00:00:00+08:00"
"02/016","28/02/2002","8+10+17+24+27+38","12","2002-02-28T00:00:00+08:00"
"02/015","26/02/2002","18+22+29+31+37+41","13","2002-02-26T00:00:00+08:00"
"02/014","21/02/2002","11+15+31+32+33+43","1","2002-02-21T00:00:00+08:00"
"02/013","19/02/2002","1+7+8+19+30+37","16","2002-02-19T00:00:00+08:00"
"02/012","15/02/2002","1+6+8+17+32+47","40","2002-02-15T00:00:00+08:00"
"02/011","08/02/2002","12+15+27+37+44+45","33","2002-02-08T00:00:00+08:00"
"02/010","05/02/2002","1+9+18+21+38+45","35","2002-02-05T00:00:00+08:00"
"02/009","31/01/2002","2+23+27+30+39+44","26","2002-01-31T00:00:00+08:00"
"02/008","29/01/2002","9+12+21+29+31+33","47","2002-01-29T00:00:00+08:00"
"02/007","24/01/2002","1+13+16+28+38+45","17","2002-01-24T00:00:00+08:00"
"02/006","22/01/2002","6+9+26+31+34+44","37","2002-01-22T00:00:00+08:00"
"02/005","17/01/2002","14+16+31+36+42+43","39","2002-01-17T00:00:00+08:00"
"02/004","15/01/2002","4+11+13+27+29+35","42","2002-01-15T00:00:00+08:00"
"02/003","10/01/2002","10+21+28+32+40+42","45","2002-01-10T00:00:00+08:00"
"02/002","08/01/2002","12+17+21+35+36+43","14","2002-01-08T00:00:00+08:00"
"02/001","03/01/2002","3+11+13+14+18+21","22","2002-01-03T00:00:00+08:00"
"01/110","27/12/2001","2+3+21+25+33+46","7","2001-12-27T00:00:00+08:00"
"01/109","20/12/2001","13+26+27+32+40+43","41","2001-12-20T00:00:00+08:00"
"01/108","18/12/2001","6+10+19+29+30+36","1","2001-12-18T00:00:00+08:00"
"01/107","13/12/2001","3+9+14+16+36+41","43","2001-12-13T00:00:00+08:00"
"01/106","11/12/2001","12+20+21+29+32+47","9","2001-12-11T00:00:00+08:00"
"01/105","06/12/2001","11+16+32+35+38+39","12","2001-12-06T00:00:00+08:00"
"01/104","04/12/2001","2+11+15+32+33+41","40","2001-12-04T00:00:00+08:00"
"01/103","29/11/2001","3+30+37+40+41+44","19","2001-11-29T00:00:00+08:00"
"01/102","27/11/2001","2+8+30+35+37+44","1","2001-11-27T00:00:00+08:00"
"01/101","22/11/2001","1+13+20+23+33+38","3","2001-11-22T00:00:00+08:00"
"01/100","20/11/2001","3+12+18+24+34+43","41","2001-11-20T00:00:00+08:00"
"01/099","15/11/2001","9+17+31+32+37+46","27","2001-11-15T00:00:00+08:00"
"01/098","13/11/2001","10+21+29+31+38+41","26","2001-11-13T00:00:00+08:00"
"01/097","08/11/2001","1+3+9+37+38+42","2","2001-11-08T00:00:00+08:00"
"01/096","05/11/2001","3+6+12+18+27+30","38","2001-11-05T00:00:00+08:00"
"01/095","01/11/2001","12+20+25+29+40+41","11","2001-11-01T00:00:00+08:00"
"01/094","30/10/2001","12+18+22+28+32+38","29","2001-10-30T00:00:00+08:00"
"01/093","26/10/2001","4+19+31+32+41+43","30","2001-10-26T00:00:00+08:00"
"01/092","23/10/2001","6+7+13+16+21+46","17","2001-10-23T00:00:00+08:00"
"01/091","18/10/2001","6+20+21+32+38+41","33","2001-10-18T00:00:00+08:00"
"01/090","16/10/2001","7+9+20+21+39+43","34","2001-10-16T00:00:00+08:00"
"01/089","11/10/2001","1+2+6+32+34+42","41","2001-10-11T00:00:00+08:00"
"01/088","09/10/2001","21+28+29+30+34+39","40","2001-10-09T00:00:00+08:00"
"01/087","04/10/2001","2+20+31+35+39+45","24","2001-10-04T00:00:00+08:00"
"01/086","02/10/2001","2+3+12+30+33+36","7","2001-10-02T00:00:00+08:00"
"01/085","28/09/2001","7+18+27+36+40+43","28","2001-09-28T00:00:00+08:00"
"01/084","25/09/2001","7+20+27+29+32+44","33","2001-09-25T00:00:00+08:00"
"01/083","20/09/2001","6+12+14+19+21+29","45","2001-09-20T00:00:00+08:00"
"01/082","18/09/2001","7+8+9+33+36+37","12","2001-09-18T00:00:00+08:00"
"01/081","13/09/2001","6+13+15+24+34+44","31","2001-09-13T00:00:00+08:00"
"01/080","11/09/2001","8+9+15+23+27+34","36","2001-09-11T00:00:00+08:00"
"01/079","06/09/2001","4+14+17+36+38+47","42","2001-09-06T00:00:00+08:00"
"01/078","04/09/2001","16+21+28+33+39+46","3","2001-09-04T00:00:00+08:00"
"01/077","30/08/2001","2+6+7+13+22+26","35","2001-08-30T00:00:00+08:00"
"01/076","28/08/2001","5+18+28+31+37+45","36","2001-08-28T00:00:00+08:00"
"01/075","25/08/2001","1+4+8+12+29+34","18","2001-08-25T00:00:00+08:00"
"01/074","23/08/2001","1+10+13+14+27+35","2","2001-08-23T00:00:00+08:00"
"01/073","21/08/2001","4+18+31+32+37+40","15","2001-08-21T00:00:00+08:00"
"01/072","18/08/2001","7+20+21+22+24+34","19","2001-08-18T00:00:00+08:00"
"01/071","16/08/2001","2+8+10+11+15+21","7","2001-08-16T00:00:00+08:00"
"01/070","14/08/2001","2+10+21+28+29+44","30","2001-08-14T00:00:00+08:00"
"01/069","11/08/2001","1+7+14+16+18+47","40","2001-08-11T00:00:00+08:00"
"01/068","09/08/2001","18+24+27+28+32+36","39","2001-08-09T00:00:00+08:00"
"01/067","07/08/2001","2+9+14+28+45+46","15","2001-08-07T00:00:00+08:00"
"01/066","04/08/2001","3+8+10+12+35+37","2","2001-08-04T00:00:00+08:00"
"01/065","02/08/2001","5+16+20+28+31+38","15","2001-08-02T00:00:00+08:00"
"01/064","31/07/2001","2+8+17+20+32+46","15","2001-07-31T00:00:00+08:00"
"01/063","28/07/2001","13+21+25+32+33+37","20","2001-07-28T00:00:00+08:00"
"01/062","26/07/2001","4+5+6+21+25+27","16","2001-07-26T00:00:00+08:00"
"01/061","24/07/2001","9+16+21+25+32+33","38","2001-07-24T00:00:00+08:00"
"01/060","21/07/2001","3+12+24+33+34+45","40","2001-07-21T00:00:00+08:00"
"01/059","19/07/2001","1+5+9+23+30+41","4","2001-07-19T00:00:00+08:00"
"01/058","17/07/2001","9+26+28+33+35+46","32","2001-07-17T00:00:00+08:00"
"01/057","14/07/2001","1+2+13+14+21+47","42","2001-07-14T00:00:00+08:00"
"01/056","12/07/2001","2+24+25+32+35+45","1","2001-07-12T00:00:00+08:00"
"01/055","10/07/2001","9+15+31+33+38+41","44","2001-07-10T00:00:00+08:00"
"01/054","07/07/2001","2+4+20+21+22+39","27","2001-07-07T00:00:00+08:00"
"01/053","05/07/2001","7+17+21+26+40+45","37","2001-07-05T00:00:00+08:00"
"01/052","03/07/2001","4+11+15+28+29+40","16","2001-07-03T00:00:00+08:00"
"01/051","28/06/2001","12+16+23+27+35+38","19","2001-06-28T00:00:00+08:00"
"01/050","26/06/2001","14+15+19+24+32+39","47","2001-06-26T00:00:00+08:00"
"01/049","21/06/2001","11+23+29+33+36+45","20","2001-06-21T00:00:00+08:00"
"01/048","19/06/2001","1+8+14+29+33+44","5","2001-06-19T00:00:00+08:00"
"01/047","14/06/2001","1+20+22+33+35+45","11","2001-06-14T00:00:00+08:00"
"01/046","12/06/2001","2+8+14+21+26+27","24","2001-06-12T00:00:00+08:00"
"01/045","07/06/2001","8+19+32+37+44+45","40","2001-06-07T00:00:00+08:00"
"01/044","05/06/2001","4+16+19+25+34+44","33","2001-06-05T00:00:00+08:00"
"01/043","31/05/2001","9+10+12+18+31+37","14","2001-05-31T00:00:00+08:00"
"01/042","29/05/2001","1+12+13+29+37+40","32","2001-05-29T00:00:00+08:00"
"01/041","24/05/2001","6+24+36+37+41+45","9","2001-05-24T00:00:00+08:00"
"01/040","22/05/2001","5+7+10+12+18+39","45","2001-05-22T00:00:00+08:00"
"01/039","17/05/2001","10+11+19+23+39+44","17","2001-05-17T00:00:00+08:00"
"01/038","15/05/2001","1+11+14+26+39+46","18","2001-05-15T00:00:00+08:00"
"01/037","10/05/2001","1+13+24+29+34+47","20","2001-05-10T00:00:00+08:00"
"01/036","08/05/2001","3+5+15+17+34+37","40","2001-05-08T00:00:00+08:00"
"01/035","03/05/2001","3+20+28+37+41+42","9","2001-05-03T00:00:00+08:00"
"01/034","01/05/2001","8+19+25+32+41+46","27","2001-05-01T00:00:00+08:00"
"01/033","26/04/2001","1+14+21+36+42+46","26","2001-04-26T00:00:00+08:00"
"01/032","24/04/2001","14+18+26+27+33+41","35","2001-04-24T00:00:00+08:00"
"01/031","19/04/2001","5+7+18+19+46+47","43","2001-04-19T00:00:00+08:00"
"01/030","17/04/2001","4+6+28+30+36+39","10","2001-04-17T00:00:00+08:00"
"01/029","12/04/2001","12+15+27+36+37+46","22","2001-04-12T00:00:00+08:00"
"01/028","10/04/2001","3+12+15+18+23+34","42","2001-04-10T00:00:00+08:00"
"01/027","06/04/2001","14+33+36+37+39+44","40","2001-04-06T00:00:00+08:00"
"01/026","03/04/2001","7+10+25+27+33+41","19","2001-04-03T00:00:00+08:00"
"01/025","29/03/2001","4+7+10+11+21+45","38","2001-03-29T00:00:00+08:00"
"01/024","27/03/2001","5+9+19+32+39+45","13","2001-03-27T00:00:00+08:00"
"01/023","22/03/2001","9+11+13+23+30+44","32","2001-03-22T00:00:00+08:00"
"01/022","20/03/2001","11+18+20+26+28+47","10","2001-03-20T00:00:00+08:00"
"01/021","15/03/2001","3+8+9+26+31+43","23","2001-03-15T00:00:00+08:00"
"01/020","13/03/2001","7+19+26+36+37+42","33","2001-03-13T00:00:00+08:00"
"01/019","08/03/2001","8+13+20+27+37+38","45","2001-03-08T00:00:00+08:00"
"01/018","06/03/2001","9+19+20+28+29+35","15","2001-03-06T00:00:00+08:00"
"01/017","01/03/2001","1+13+18+37+39+40","34","2001-03-01T00:00:00+08:00"
"01/016","27/02/2001","1+10+24+25+43+47","34","2001-02-27T00:00:00+08:00"
"01/015","22/02/2001","2+11+16+29+40+46","47","2001-02-22T00:00:00+08:00"
"01/014","20/02/2001","5+9+18+20+41+44","14","2001-02-20T00:00:00+08:00"
"01/013","15/02/2001","18+21+23+28+30+32","1","2001-02-15T00:00:00+08:00"
"01/012","13/02/2001","9+12+14+22+29+43","8","2001-02-13T00:00:00+08:00"
"01/011","08/02/2001","7+12+13+17+36+42","27","2001-02-08T00:00:00+08:00"
"01/010","06/02/2001","8+28+29+45+46+47","13","2001-02-06T00:00:00+08:00"
"01/009","01/02/2001","11+18+24+30+34+37","23","2001-02-01T00:00:00+08:00"
"01/008","30/01/2001","4+27+38+42+43+47","19","2001-01-30T00:00:00+08:00"
"01/007","22/01/2001","4+21+22+37+42+45","9","2001-01-22T00:00:00+08:00"
"01/006","19/01/2001","10+20+35+43+45+46","28","2001-01-19T00:00:00+08:00"
"01/005","16/01/2001","5+12+15+30+43+44","19","2001-01-16T00:00:00+08:00"
"01/004","11/01/2001","3+8+11+14+24+41","30","2001-01-11T00:00:00+08:00"
"01/003","09/01/2001","2+9+14+26+35+39","11","2001-01-09T00:00:00+08:00"
"01/002","04/01/2001","6+16+18+19+29+37","25","2001-01-04T00:00:00+08:00"
"01/001","02/01/2001","13+20+35+38+44+45","5","2001-01-02T00:00:00+08:00"
"00/112","28/12/2000","5+34+37+39+42+43","4","2000-12-28T00:00:00+08:00"
"00/111","22/12/2000","4+12+14+26+27+35","25","2000-12-22T00:00:00+08:00"
"00/110","19/12/2000","1+4+11+22+30+39","35","2000-12-19T00:00:00+08:00"
"00/109","14/12/2000","10+19+24+33+35+36","39","2000-12-14T00:00:00+08:00"
"00/108","12/12/2000","8+16+21+24+32+44","30","2000-12-12T00:00:00+08:00"
"00/107","07/12/2000","5+11+23+24+39+41","3","2000-12-07T00:00:00+08:00"
"00/106","05/12/2000","1+2+8+9+20+47","25","2000-12-05T00:00:00+08:00"
"00/105","30/11/2000","1+4+9+18+19+23","45","2000-11-30T00:00:00+08:00"
"00/104","28/11/2000","6+7+9+14+29+33","47","2000-11-28T00:00:00+08:00"
"00/103","23/11/2000","4+22+24+30+33+41","5","2000-11-23T00:00:00+08:00"
"00/102","21/11/2000","3+11+14+26+39+44","2","2000-11-21T00:00:00+08:00"
"00/101","16/11/2000","5+10+11+24+31+33","36","2000-11-16T00:00:00+08:00"
"00/100","14/11/2000","9+10+14+34+40+44","45","2000-11-14T00:00:00+08:00"
"00/099","09/11/2000","3+11+22+29+34+39","46","2000-11-09T00:00:00+08:00"
"00/098","06/11/2000","6+9+10+23+35+36","5","2000-11-06T00:00:00+08:00"
"00/097","02/11/2000","5+6+16+21+25+33","19","2000-11-02T00:00:00+08:00"
"00/096","31/10/2000","1+14+26+27+40+42","17","2000-10-31T00:00:00+08:00"
"00/095","26/10/2000","9+16+22+26+30+47","10","2000-10-26T00:00:00+08:00"
"00/094","24/10/2000","2+4+10+16+25+43","38","2000-10-24T00:00:00+08:00"
"00/093","19/10/2000","3+8+9+17+34+36","38","2000-10-19T00:00:00+08:00"
"00/092","17/10/2000","2+9+12+18+41+44","24","2000-10-17T00:00:00+08:00"
"00/091","12/10/2000","22+30+32+35+38+47","11","2000-10-12T00:00:00+08:00"
"00/090","10/10/2000","10+17+19+26+30+44","14","2000-10-10T00:00:00+08:00"
"00/089","05/10/2000","13+15+37+39+42+43","22","2000-10-05T00:00:00+08:00"
"00/088","03/10/2000","2+3+9+33+40+41","26","2000-10-03T00:00:00+08:00"
"00/087","28/09/2000","3+15+17+30+33+46","1","2000-09-28T00:00:00+08:00"
"00/086","26/09/2000","1+13+15+24+38+44","28","2000-09-26T00:00:00+08:00"
"00/085","22/09/2000","9+15+24+29+32+34","6","2000-09-22T00:00:00+08:00"
"00/084","19/09/2000","6+12+15+35+38+39","47","2000-09-19T00:00:00+08:00"
"00/083","16/09/2000","16+20+21+24+26+28","9","2000-09-16T00:00:00+08:00"
"00/082","12/09/2000","15+17+23+27+31+43","6","2000-09-12T00:00:00+08:00"
"00/081","08/09/2000","6+7+28+29+30+45","26","2000-09-08T00:00:00+08:00"
"00/080","05/09/2000","22+23+24+25+32+43","39","2000-09-05T00:00:00+08:00"
"00/079","31/08/2000","12+16+24+27+41+46","4","2000-08-31T00:00:00+08:00"
"00/078","29/08/2000","4+6+8+10+12+25","16","2000-08-29T00:00:00+08:00"
"00/077","26/08/2000","4+13+17+28+45+46","31","2000-08-26T00:00:00+08:00"
"00/076","24/08/2000","19+22+23+32+44+45","3","2000-08-24T00:00:00+08:00"
"00/075","22/08/2000","4+6+18+23+24+46","7","2000-08-22T00:00:00+08:00"
"00/074","19/08/2000","3+4+16+25+31+33","36","2000-08-19T00:00:00+08:00"
"00/073","17/08/2000","7+12+17+27+30+33","32","2000-08-17T00:00:00+08:00"
"00/072","15/08/2000","15+17+18+22+30+47","8","2000-08-15T00:00:00+08:00"
"00/071","13/08/2000","12+19+21+26+30+39","28","2000-08-13T00:00:00+08:00"
"00/070","10/08/2000","1+15+30+34+37+40","33","2000-08-10T00:00:00+08:00"
"00/069","08/08/2000","4+9+19+23+29+44","36","2000-08-08T00:00:00+08:00"
"00/068","05/08/2000","1+7+11+17+18+25","44","2000-08-05T00:00:00+08:00"
"00/067","03/08/2000","4+15+18+19+38+40","36","2000-08-03T00:00:00+08:00"
"00/066","01/08/2000","5+14+20+25+39+41","16","2000-08-01T00:00:00+08:00"
"00/065","29/07/2000","21+30+35+36+40+43","22","2000-07-29T00:00:00+08:00"
"00/064","27/07/2000","27+28+33+36+45+46","4","2000-07-27T00:00:00+08:00"
"00/063","25/07/2000","14+30+33+34+39+41","9","2000-07-25T00:00:00+08:00"
"00/062","22/07/2000","5+6+8+19+23+42","36","2000-07-22T00:00:00+08:00"
"00/061","20/07/2000","6+8+9+16+17+20","36","2000-07-20T00:00:00+08:00"
"00/060","18/07/2000","6+18+23+26+32+33","11","2000-07-18T00:00:00+08:00"
"00/059","15/07/2000","6+8+22+31+36+39","30","2000-07-15T00:00:00+08:00"
"00/058","13/07/2000","5+13+24+25+31+33","2","2000-07-13T00:00:00+08:00"
"00/057","11/07/2000","12+13+25+29+32+46","18","2000-07-11T00:00:00+08:00"
"00/056","08/07/2000","7+10+12+15+33+36","38","2000-07-08T00:00:00+08:00"
"00/055","06/07/2000","10+12+14+28+32+46","31","2000-07-06T00:00:00+08:00"
"00/054","04/07/2000","8+11+13+19+25+42","29","2000-07-04T00:00:00+08:00"
"00/053","01/07/2000","3+4+13+21+29+38","34","2000-07-01T00:00:00+08:00"
"00/052","29/06/2000","7+17+21+24+26+46","11","2000-06-29T00:00:00+08:00"
"00/051","27/06/2000","22+29+31+35+36+44","3","2000-06-27T00:00:00+08:00"
"00/050","22/06/2000","6+19+24+28+32+47","27","2000-06-22T00:00:00+08:00"
"00/049","20/06/2000","4+13+24+27+39+41","34","2000-06-20T00:00:00+08:00"
"00/048","15/06/2000","5+6+24+33+36+45","1","2000-06-15T00:00:00+08:00"
"00/047","13/06/2000","7+9+28+32+33+34","46","2000-06-13T00:00:00+08:00"
"00/046","09/06/2000","1+8+15+19+29+36","33","2000-06-09T00:00:00+08:00"
"00/045","06/06/2000","17+18+20+28+31+41","21","2000-06-06T00:00:00+08:00"
"00/044","01/06/2000","19+30+31+39+40+41","42","2000-06-01T00:00:00+08:00"
"00/043","30/05/2000","8+9+15+23+32+38","36","2000-05-30T00:00:00+08:00"
"00/042","25/05/2000","5+6+9+11+25+40","43","2000-05-25T00:00:00+08:00"
"00/041","23/05/2000","24+30+33+38+41+46","8","2000-05-23T00:00:00+08:00"
"00/040","18/05/2000","14+15+19+41+45+46","44","2000-05-18T00:00:00+08:00"
"00/039","16/05/2000","3+6+7+19+27+44","43","2000-05-16T00:00:00+08:00"
"00/038","12/05/2000","1+12+21+22+26+32","31","2000-05-12T00:00:00+08:00"
"00/037","09/05/2000","4+5+8+9+18+46","37","2000-05-09T00:00:00+08:00"
"00/036","04/05/2000","1+11+25+35+39+46","2","2000-05-04T00:00:00+08:00"
"00/035","02/05/2000","19+20+29+34+41+45","37","2000-05-02T00:00:00+08:00"
"00/034","27/04/2000","8+26+35+38+40+41","4","2000-04-27T00:00:00+08:00"
"00/033","25/04/2000","3+8+13+23+33+41","47","2000-04-25T00:00:00+08:00"
"00/032","20/04/2000","4+20+25+30+35+38","15","2000-04-20T00:00:00+08:00"
"00/031","18/04/2000","13+18+25+28+36+44","3","2000-04-18T00:00:00+08:00"
"00/030","13/04/2000","3+7+16+21+34+41","32","2000-04-13T00:00:00+08:00"
"00/029","11/04/2000","2+13+18+33+43+44","1","2000-04-11T00:00:00+08:00"
"00/028","06/04/2000","2+9+12+20+41+46","25","2000-04-06T00:00:00+08:00"
"00/027","03/04/2000","5+20+23+28+38+45","17","2000-04-03T00:00:00+08:00"
"00/026","30/03/2000","5+28+29+31+42+46","38","2000-03-30T00:00:00+08:00"
"00/025","28/03/2000","12+15+18+24+29+35","14","2000-03-28T00:00:00+08:00"
"00/024","23/03/2000","3+6+11+14+27+28","19","2000-03-23T00:00:00+08:00"
"00/023","21/03/2000","10+19+25+27+31+44","40","2000-03-21T00:00:00+08:00"
"00/022","16/03/2000","20+21+39+40+44+45","9","2000-03-16T00:00:00+08:00"
"00/021","14/03/2000","10+28+32+34+42+45","23","2000-03-14T00:00:00+08:00"
"00/020","09/03/2000","16+17+29+30+34+39","20","2000-03-09T00:00:00+08:00"
"00/019","07/03/2000","2+15+18+34+38+39","13","2000-03-07T00:00:00+08:00"
"00/018","02/03/2000","11+12+13+14+35+44","19","2000-03-02T00:00:00+08:00"
"00/017","29/02/2000","1+3+11+15+23+40","22","2000-02-29T00:00:00+08:00"
"00/016","24/02/2000","5+22+25+33+43+47","10","2000-02-24T00:00:00+08:00"
"00/015","22/02/2000","10+18+26+27+39+47","23","2000-02-22T00:00:00+08:00"
"00/014","17/02/2000","1+8+13+18+33+47","35","2000-02-17T00:00:00+08:00"
"00/013","15/02/2000","4+14+17+21+36+45","10","2000-02-15T00:00:00+08:00"
"00/012","10/02/2000","2+29+32+42+44+47","40","2000-02-10T00:00:00+08:00"
"00/011","08/02/2000","2+20+21+23+28+32","4","2000-02-08T00:00:00+08:00"
"00/010","03/02/2000","1+7+13+17+23+42","37","2000-02-03T00:00:00+08:00"
"00/009","01/02/2000","4+14+25+29+38+44","23","2000-02-01T00:00:00+08:00"
